	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
17574	http://www.nytimes.com/roomfordebate/2013/10/06/why-limit-political-donations/the-supreme-court-should-strike-down-all-contribution-limits	Opinion	0	None	None	Neutral	Neutral	nytimes.com	400
17583	http://opinionator.blogs.nytimes.com/2013/08/14/rubios-unamerican-dream/	Opinion	1	None	None	Neutral	SomewhatNegative	nytimes.com	400
17616	http://www.nytimes.com/2013/01/14/us/14pot.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17618	http://www.nytimes.com/2013/09/16/business/economy/summers-pulls-name-from-consideration-for-fed-chief.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17626	http://www.nytimes.com/2013/02/17/books/review/ike-and-dick-by-jeffrey-frank.html	Opinion	0	None	None	Neutral	Neutral	nytimes.com	400
17630	http://www.nytimes.com/2013/08/08/us/hagel-finishing-rules-to-curb-sexual-assault-in-military.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17638	http://www.nytimes.com/2013/07/31/education/elite-colleges-differ-on-how-they-aid-poor.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17660	http://www.nytimes.com/2013/05/17/us/interior-proposes-new-rules-for-fracking-on-us-land.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17685	http://www.nytimes.com/2013/08/12/opinion/keller-the-anti-weiner.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
17702	http://www.nytimes.com/2013/04/02/us/eric-wilson-one-of-norfolk-four-challenges-conviction.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17719	http://www.nytimes.com/2013/07/14/opinion/sunday/douthat-the-houses-immigration-dilemma.html	Opinion	1	None	None	SomewhatNegative	Neutral	nytimes.com	400
17767	http://www.nytimes.com/2013/01/22/us/politics/on-a-day-thats-anything-but-normal-obama-girls-appear-just-that.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
17802	http://www.nytimes.com/news/fiscal-crisis/	News	1	None	None	SomewhatNegative	Neutral	nytimes.com	400
17817	http://www.nytimes.com/2005/03/29/opinion/29tue1.html	Opinion	0	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
17833	http://www.nytimes.com/2013/07/17/business/cordray-confirmed-as-head-of-financial-watchdog-after-long-wait.html	News	1	None	None	SomewhatPositive	Neutral	nytimes.com	400
17836	http://www.nytimes.com/2013/01/28/opinion/krugman-makers-takers-fakers-.html	Opinion	1	None	None	Neutral	Negative	nytimes.com	400
17838	http://www.nytimes.com/2013/05/01/business/banks-criticize-strict-controls-for-foreign-bets.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17873	http://thecaucus.blogs.nytimes.com/2013/03/08/democrats-cry-foul-over-wednesdays-other-filibuster/	News	1	None	None	Neutral	Neutral	nytimes.com	400
17877	http://www.nytimes.com/2013/04/05/us/social-programs-face-cutback-in-obama-budget.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17902	http://www.nytimes.com/2013/08/30/us/white-supremacists-plan-angers-a-north-dakota-town.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
17903	http://www.nytimes.com/2013/06/12/us/politics/with-senate-set-to-vote-obama-makes-immigration-pitch.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17905	http://opinionator.blogs.nytimes.com/2013/07/10/the-decline-of-black-power-in-the-south/	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
17912	http://www.nytimes.com/2013/08/21/nyregion/de-blasio-gingerly-acknowledges-red-sox-allegiance.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
17922	http://www.nytimes.com/2013/07/06/us/politics/shifting-stance-to-back-immigration-overhaul-reid-reaps-benefits.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17938	http://economix.blogs.nytimes.com/2013/07/02/immigration-and-social-security/	News	0	None	None	Neutral	Neutral	nytimes.com	400
17956	http://www.nytimes.com/2013/06/17/us/as-us-plugs-border-in-arizona-crossings-shift-to-south-texas.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
17959	http://www.nytimes.com/2013/08/18/opinion/sunday/a-brighter-line-on-immigration-policing.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17972	http://www.nytimes.com/2013/01/11/us/politics/hagels-senate-confirmation-will-be-short-on-old-allies.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17973	http://www.nytimes.com/2013/05/30/nyregion/welfare-payments-went-to-prisoners-in-new-jersey-report-shows.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
17974	http://www.nytimes.com/2013/12/07/us/politics/new-yorks-junior-senator-doggedly-refusing-to-play-the-part.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18027	http://thechoice.blogs.nytimes.com/2013/02/15/college-president-raises-concerns-about-obamas-college-scorecard/	other	1	None	None	SomewhatNegative	Neutral	nytimes.com	400
18030	http://www.nytimes.com/roomfordebate/2013/10/27/if-jews-skip-synagogue-and-christians-skip-church/evangelical-racism-is-not-a-growth-strategy	other	0	None	None	Neutral	Neutral	nytimes.com	400
18045	http://economix.blogs.nytimes.com/2013/11/05/the-decline-of-the-tea-party/	News	1	None	None	Neutral	Negative	nytimes.com	400
18063	http://thecaucus.blogs.nytimes.com/2013/02/20/new-chatter-around-first-ladys-portrait/	other	0	None	None	Neutral	Neutral	nytimes.com	400
18089	http://www.nytimes.com/2013/05/07/us/suit-cites-race-bias-in-farms-use-of-immigrants.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18130	http://www.nytimes.com/2013/11/21/us/politics/senate-democrats-poised-to-block-filibusters-of-presidential-picks.html	News	0	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
18150	http://www.nytimes.com/2013/11/30/us/scandal-widens-over-contracts-for-navy-work.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18197	http://www.nytimes.com/2013/10/06/opinion/sunday/our-sickly-political-system.html	Opinion	1	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
18241	http://www.nytimes.com/2013/01/22/us/first-lady-and-fashion-are-no-longer-so-combustible.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18244	http://www.nytimes.com/2013/02/20/business/justices-signal-a-monsanto-edge-in-patent-case.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18251	http://www.nytimes.com/2013/04/30/us/supreme-court-ruling-on-sentencing-yields-split-interpretations.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18268	http://www.nytimes.com/2013/06/21/us/marijuana-crops-in-california-threaten-forests-and-wildlife.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
18272	http://douthat.blogs.nytimes.com/2013/10/16/a-teachable-moment/	Opinion	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
18283	http://thecaucus.blogs.nytimes.com/2013/03/08/democrats-cry-foul-over-wednesdays-other-filibuster/	News	0	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
18297	http://www.nytimes.com/2013/01/11/arts/design/the-civil-war-and-american-art-smithsonian-american-art.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
18312	http://www.nytimes.com/2013/06/05/nyregion/vote-in-albany-on-changing-retirement-ages-for-judges.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18316	http://www.nytimes.com/2013/11/10/opinion/sunday/reality-sets-in.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18323	http://www.nytimes.com/2013/06/13/opinion/blow-the-worst-of-both-worlds.html	News	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
18371	http://www.nytimes.com/2013/01/20/us/politics/after-4-years-friends-see-shifts-in-obamas.html	Opinion	0	None	None	SomewhatNegative	Neutral	nytimes.com	400
18388	http://www.nytimes.com/2009/09/27/magazine/27tools-t.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18408	http://www.nytimes.com/2013/01/03/opinion/collins-looking-forward.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18449	http://www.nytimes.com/2013/02/17/nyregion/cuomo-bucks-tide-with-bill-to-lift-abortion-limits.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18481	http://www.nytimes.com/2013/12/31/nyregion/police-commissioner-kelly-flinching-a-bit-looks-back-with-head-high.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18494	http://www.nytimes.com/2013/03/20/us/politics/house-panel-finds-initial-evidence-of-ethics-abuses-by-2-lawmakers.html	News	1	None	None	Negative	Negative	nytimes.com	400
18503	http://douthat.blogs.nytimes.com/2013/12/09/obama-and-the-doomsayers/	Opinion	1	None	None	SomewhatNegative	Neutral	nytimes.com	400
18519	http://www.nytimes.com/2013/10/13/sunday-review/how-activist-is-the-supreme-court.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18524	http://www.nytimes.com/2013/07/12/us/politics/house-bill-would-split-farm-and-food-stamp-programs.html	News	1	None	None	Neutral	SomewhatNegative	nytimes.com	400
18532	http://dealbook.nytimes.com/2013/03/25/suit-offers-a-peek-at-the-practice-of-padding-a-legal-bill/	other	1	None	None	Neutral	Neutral	nytimes.com	400
18547	http://www.nytimes.com/2013/01/30/us/politics/senate-panel-approves-kerry-for-secretary-of-state.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18567	http://www.nytimes.com/2013/10/13/business/from-summer-camp-a-parable-for-washington.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18571	http://www.nytimes.com/2013/10/20/books/review/peter-bakers-days-of-fire.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18578	http://tmagazine.blogs.nytimes.com/2013/05/30/gallery-a-melting-pot-of-celebrities-makes-immigration-reform-look-fashionable/	other	0	None	None	Neutral	Neutral	nytimes.com	400
18579	http://www.nytimes.com/2013/08/31/us/evangelists-flock-keeps-the-faith-after-his-brush-with-law.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18642	http://www.nytimes.com/2013/04/26/us/politics/bush-library-obama-dedication.html	Opinion	1	None	None	Neutral	Positive	nytimes.com	400
18679	http://www.nytimes.com/2013/09/12/nyregion/in-quinns-loss-questions-about-role-of-gender-and-sexuality.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18685	http://www.nytimes.com/2013/11/18/business/extension-of-benefits-for-jobless-is-set-to-end.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18721	http://www.nytimes.com/2013/08/22/opinion/collins-rocks-in-space.html	Opinion	0	None	None	SomewhatNegative	Neutral	nytimes.com	400
18732	http://thecaucus.blogs.nytimes.com/2013/03/06/rand-paul-filibusters-brennan-nomination/	News	1	None	None	Neutral	SomewhatNegative	nytimes.com	400
18745	http://www.nytimes.com/2013/06/04/business/connecticut-approves-qualified-genetic-labeling.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18747	http://www.nytimes.com/2013/09/18/arts/music/patriarch-tikhon-choir-nurtures-sounds-of-the-orthodox-church.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
18753	http://theater.nytimes.com/2013/02/17/theater/holland-taylor-plays-ann-richards-former-texas-governor.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18758	http://www.nytimes.com/2013/06/17/us/as-us-plugs-border-in-arizona-crossings-shift-to-south-texas.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18779	http://opinionator.blogs.nytimes.com/2013/02/13/giving-congress-information/	other	0	None	None	Neutral	Neutral	nytimes.com	400
18790	http://www.nytimes.com/2013/06/14/business/media/palin-returns-to-fox-news-after-a-brief-split.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
18802	http://www.nytimes.com/2013/08/30/us/white-supremacists-plan-angers-a-north-dakota-town.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18833	http://www.nytimes.com/2013/07/07/sunday-review/has-caucasian-lost-its-meaning.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18884	http://www.nytimes.com/2013/01/11/arts/design/the-civil-war-and-american-art-smithsonian-american-art.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
18885	http://www.nytimes.com/2013/12/29/us/as-the-obamas-celebrate-christmas-rituals-of-faith-stay-on-the-sidelines.html	Opinion	0	None	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
18911	http://www.nytimes.com/2013/03/25/opinion/three-cheers-for-the-nanny-state.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18933	http://www.nytimes.com/2013/09/28/us/politics/senate-is-expected-to-approve-budget-bill.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
18956	http://thelede.blogs.nytimes.com/2013/08/31/lawmakers-respond-on-twitter-to-obamas-statement-on-a-syria-vote/	News	0	None	None	Neutral	Neutral	nytimes.com	400
18960	http://www.nytimes.com/2010/04/26/nyregion/26bermuda.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
18975	http://www.nytimes.com/2010/04/26/nyregion/26bermuda.html	Opinion	1	None	None	Neutral	SomewhatNegative	nytimes.com	400
18982	http://www.nytimes.com/2013/05/07/us/politics/gop-opponents-plan-attack-on-immigration-bill.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
18988	http://www.nytimes.com/2013/01/20/us/politics/after-4-years-friends-see-shifts-in-obamas.html	Opinion	1	None	None	SomewhatPositive	Neutral	nytimes.com	400
19004	http://www.nytimes.com/2013/07/16/us/politics/democrats-seeing-precedent-press-on-to-curb-filibuster.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
19045	http://www.nytimes.com/2013/10/11/opinion/an-inadequate-offer-from-the-house.html	News	0	None	None	SomewhatPositive	Negative	nytimes.com	400
19048	http://www.nytimes.com/2013/09/21/us/politics/house-spending-bill.html	News	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
19052	http://www.nytimes.com/2013/02/08/opinion/mary-jo-white-at-the-sec.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
19053	http://www.nytimes.com/2013/07/02/us/politics/gop-groups-offering-cover-for-lawmakers-on-immigration.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
19085	http://www.nytimes.com/2013/07/21/business/media/helen-thomas-who-broke-down-barriers-as-white-house-reporter-is-dead-at-92.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
19089	http://www.nytimes.com/2013/03/06/dining/the-lunchrooms-of-capitol-hill.html	other	0	None	None	Neutral	SomewhatNegative	nytimes.com	400
19095	http://www.nytimes.com/2013/07/21/business/media/helen-thomas-who-broke-down-barriers-as-white-house-reporter-is-dead-at-92.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
19109	http://www.nytimes.com/2013/01/22/us/politics/obama-inauguration-draws-hundreds-of-thousands.html	News	1	None	None	SomewhatPositive	Neutral	nytimes.com	400
19126	http://www.nytimes.com/2013/08/14/us/politics/unease-at-clinton-foundation-over-finances-and-ambitions.html	News	0	None	None	SomewhatPositive	Neutral	nytimes.com	400
19127	http://www.nytimes.com/2013/03/29/opinion/malicious-obstruction-in-the-senate.html	News	1	None	None	SomewhatPositive	Negative	nytimes.com	400
19152	http://www.nytimes.com/2013/12/29/us/as-the-obamas-celebrate-christmas-rituals-of-faith-stay-on-the-sidelines.html	News	1	None	None	SomewhatNegative	Neutral	nytimes.com	400
19155	http://www.nytimes.com/2013/08/14/opinion/keeping-air-travel-competitive.html	other	0	None	None	Neutral	Neutral	nytimes.com	400
19186	http://www.nytimes.com/2013/03/08/business/government-takes-legal-action-over-phone-spam.html	News	0	None	None	Neutral	Neutral	nytimes.com	400
19211	http://www.nytimes.com/2013/04/10/us/politics/fbi-looking-into-allegations-that-mcconnells-campaign-was-wiretapped.html	News	1	None	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
19216	http://www.nytimes.com/2013/12/30/opinion/america-in-2013-as-told-in-charts.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
19229	http://www.nytimes.com/2013/10/15/us/senate-women-lead-in-effort-to-find-accord.html	News	1	None	None	Neutral	Neutral	nytimes.com	400
19232	http://www.nytimes.com/2005/03/29/opinion/29tue1.html	Opinion	1	None	None	Neutral	Neutral	nytimes.com	400
19278	http://www.nytimes.com/2013/01/27/style/a-biden-moment.html	other	1	None	None	Neutral	Neutral	nytimes.com	400
19281	http://thecaucus.blogs.nytimes.com/2013/02/20/new-chatter-around-first-ladys-portrait/	other	1	None	None	Neutral	Neutral	nytimes.com	400
